,Clusters,organization_name,naics_code
11544,[2331],Neves & Neves General Contracting Et Al,238140.0
11545,[2936],Goodwill Industries Of Toronto,453310.0
11546,[2701],First Masonry,238140.0
11547,[681],Ontario Bricklayers Ltd.,238140.0
11548,[2],1534982 Ontario Limited,238140.0
11549,[101],1231345 Ontario Inc.,238140.0
11550,[1623],C.T. Masonry Ltd.,238140.0
11551,[2367],Royal Masonry,238140.0
11552,[1993],St. Stephen'S Residences Of Ottawa Inc.,624190.0
11553,[1236],Fp Bricklayers Ltd.,238140.0
11554,[1622],Brik.It Veneer Constr Ltd.,238140.0
11555,[1475],Gold Star Masonry Ltd.,238140.0
11556,[222],Cccp Masonry Ltd.,238140.0
11557,[757],944302 Ontario Inc.,238140.0
11558,[3151],"Niagara 21St Group Inc., C.O.B. As Courtyard Marriott",721111.0
11559,[1716],Crib Masonry Ltd.,238140.0
11560,[2390],Prescott Masonry & Restorations Inc.,238140.0
11561,[1240],"Conquest Carpets Corp., Triumph Carpet Centre Ltd.,Trust Floor Group and Trust Flooring Group",238330.0
11562,[2880],Minasport Masonry Inc.,238140.0
11563,[2781],Nova Terra Valley Developments Ltd.,238140.0
11564,[926],D.O.C.S. Masonry Ltd.,238140.0
11565,[2237],Brickcraft Ltd.,238140.0
11566,[589],Moniz Masonry,238140.0
11567,[171],Natolin Construction,238140.0
11568,[2862],N.C. Masonry Ltd.,238140.0
11569,[154],Lock-Wall Forming Ltd.,238310.0
11570,[1762],Alta Bricklayers (S. Assenza Construction Co. Ltd.),238140.0
11571,[415],Dilico Anishinabek Family Care,624190.0
11572,[2419],Crl Construction Limited,238140.0
11573,[1106],Diamond Stone,238140.0
11574,[563],Manor Masonary Ltd.,238140.0
11575,[695],B.I. Christian Masonry Ltd.,238140.0
11576,[1103],1644784 Ontario Inc. O/A Sal Masonry,238140.0
11577,[325],Dynamit Masonry Inc.,238140.0
11578,[181],Sunbeam Construction,238140.0
11579,[75],V.F.O. Masonry (1999) Ltd.,238140.0
11580,[3180],A.B.A. Construction (1426144 Ontario Inc.),238140.0
11581,[124],D & M Construction,238140.0
11582,[1994],1085511 Ontario Inc. o/a D. Petit Home Improvements,238170.0
11583,[2653],Valadares Brick,238140.0
11584,[3012],Red Oak Retirement Residence,623310.0
11585,[323],Ella Masonry Ltd.,238140.0
11586,[661],J.E. Strong Limited O/A Servicemaster Contract Services Mississauga,561722.0
11587,[1453],Triumph Roofing & Sheet Metal Inc.,238160.0
11588,[1624],G.D.S. Bricklayers Contractors,238140.0
11589,[101],1650115 Ontario Ltd.,238140.0
11590,[113],Gdi Services (Canada) Lp,561722.0
11591,[2333],E.M.C. Masonry Ltd.,238140.0
11592,[1452],Ivan Franko Home for the Aged,623310.0
11593,[557],Wam Masonry,238140.0
11594,[105],M. Martins Masonry,238140.0
11595,[1092],Vila Verde Construction Ltd.,238140.0
11596,[626],Watford Quality Care Centre,623110.0
11597,[2470],Big Brick Masonry Ltd.,238140.0
11598,[1390],Bess-Con Construction Ltd.,237310.0
11599,[1740],Nuco Masonry Inc.,238140.0
11600,[535],M & G Fencing,238990.0
11601,[2766],Anjo Masonry Ltd.,238140.0
11602,[1155],Di Donato Enterprises,238140.0
11603,[547],Expercom Telecommnications Inc.,237130.0
11604,[2368],Blockline Contracting (Div. Of 1204886 Ontario Limited)/Bricklar Contracting Inc.,238140.0
11605,[736],Trotwood Masonry Inc.,238140.0
11606,[256],A.T. Masonry,238140.0
11607,[188],Ukrtorf,238140.0
11608,[1541],Painhese Bricklayers Ltd.,238140.0
11609,[1293],Corense Masonry Ltd.,238140.0
11610,[1728],J.P. Masonry,238140.0
11611,[743],Asbury Building Services Inc.,561722.0
11612,[1395],True Canadian Masonry Ltd.,238140.0
11613,[1852],Expo Construction Inc.,238140.0
11614,[2823],Three Star Masonry Ltd.,238140.0
11615,[2773],Ravenstone Masonry Ltd.,238140.0
11616,[383],Bairrada Masonry Inc.,238140.0
11617,[384],Vision Masonry Inc.,238140.0
11618,[1371],Build Tech Enterprises Inc./Build Tech Enterprises,238140.0
11619,[1810],M.T. Masonry,238140.0
11620,[1466],Wawel Construction,238140.0
11621,[1081],Alenquer Masonry Inc./Uptown Masonry Inc.,238140.0
11622,[1845],New World Brick Inc.,238140.0
11623,[2430],Sudurn Construction,238140.0
11624,[2039],Toronto & District Carpentry Contractors Association on behalf of Lido Construction Inc.,238350.0
11625,[1867],Lacey Construction Ltd.,238140.0
11626,[1201],J.M. Tete Construction Ltd.,238140.0
11627,[1096],"969774, 1010976, 2153592, 2153743, 2191434 o/a Elgin Construction",237110.0
11628,[2649],Timely Masonry Ltd.,238140.0
11629,[949],O. Ciccarelli & Sons Contracting Ltd.,238990.0
11630,[1794],Grilo Masonry Ltd.,238140.0
11631,[877],Preludio Masonry Ltd.,238140.0
11632,[1104],M.P.O. Masonry Ltd.,238140.0
11633,[284],Diamond Construction Masonry/Diamond Construction Carpentry & Renovations Inc.,238140.0
11634,[643],1651837 Ontario Inc. O/A O.P.M. Contracting,238140.0
11635,[643],1067447 Ontario Limited O/A Cobourg Masonry,238140.0
11636,[503],Vap Masonry,238140.0
11637,[1732],Andriy Sabat O/A Brick Master Masonry,238140.0
11638,[2039],Toronto & District Carpentry Contractors Association on behalf of Cancian Bros. Limited,238350.0
11639,[1127],University Health Network,622111.0
11640,[1388],Next Friday Masonry Ltd.,238140.0
11641,[1936],M.L. Masonry Company,238140.0
11642,[1553],A.R. Masonry,238140.0
11643,[2055],Jjp Masonry Ltd.,238140.0
11644,[20],1397433 Ontario Ltd. O/A Forest Masonry,238140.0
11645,[1989],Haldimand War Memorial Hospital,622111.0
11646,[1619],Top Brick Masonry Company,238140.0
11647,[877],Premier Masonry Ltd.,238140.0
11648,[1266],Sundial Bricklayers Inc.,238140.0
11649,[2113],Emde. De. Masonry,238140.0
11650,[1202],District Construction Ltd.,238140.0
11651,[1327],Barcelos M. Masonry,238140.0
11652,[235],Delfino Masonry Ltd.,238140.0
11653,[44],Tonis Masonry,238140.0
11654,[360],Relvas Masonry Ltd./ Relvas Masonry,238140.0
11655,[144],Brick-Stone Pol Construction Ltd./ Brick Stone Pol,238140.0
11656,[1266],Sunlight Bricklayers Ltd.,238140.0
11657,[3113],Downsview Long Term Care Centre,623110.0
11658,[1419],Panarsh Masonry,238140.0
11659,[2003],Sky Bright Masonry Ltd.,238140.0
11660,[1511],Tiles Oeste,238140.0
11661,[643],1068120 Ontario Ltd. O/A Downhome Masonry Inc.,238140.0
11662,[2948],A.A.A. Spectracon,238140.0
11663,[816],Ipatinga Construction,238140.0
11664,[1709],Shalahs Construction Masonry Corp./ Alex & V Ltd.,238140.0
11665,[2584],Weston Bricklayers Ltd.,238140.0
11666,[577],Dunas Construction Inc./ Dunas Group Contractors Inc.,238140.0
11667,[2871],Clearwater Structures Inc.,237310.0
11668,[189],Total Bricklayers Inc.,238140.0
11669,[831],L And L Masonry,238140.0
11670,[1517],Bob Rumball Home for the Deaf,623110.0
11671,[461],Residential Roofing Contractors Association of Metropolitan Toronto,238160.0
11672,[1673],Nova Era Bricklayers Ltd.,238140.0
11673,[2497],Toriz Construction,238140.0
11674,[2077],Harding Construction O/A 1014010 Ontario Limited,238140.0
11675,[1450],P.S. Masonry,238140.0
11676,[622],Olympic Star Masonry Ltd.,238140.0
11677,[1583],Morra Masonry Group,238140.0
11678,[664],Daval Masonry Inc.,238140.0
11679,[805],L.G.P. Masonry Inc.,238140.0
11680,[671],New World Construction Ltd.,238140.0
11681,[846],Clayman Masonry Ltd.,238140.0
11682,[2651],2016157 Ontario Corp.,238140.0
11683,[2478],Jkdk Masonry Inc.,238140.0
11684,[2100],Tony'S Construction,238140.0
11685,[2391],Porto Santo Bricklayers,238140.0
11686,[66],Marcilio Moreira Construction,238140.0
11687,[984],Dynamo Masonry Contracting Ltd.,238140.0
11688,[932],Canport Masonry,238140.0
11689,[2104],Generations Masonry,238140.0
11690,[2787],Branthaven Homes 2000 Inc.,236110.0
11691,[2233],Dominion Construction Masonry Ltd.,238140.0
11692,[966],Favilis 2000 Inc.,238140.0
11693,[402],Gasparetto M. Construction Ltd.,238140.0
11694,[2326],Aveiro Bricklayers Ltd.,238140.0
11695,[1267],Ok Tire Stores Inc.,415210.0
11696,[1852],Expo 98 Construction,238140.0
11697,[654],Chancellor Masonry Ltd.,238140.0
11698,[2905],Inpact Masonry Inc.,238140.0
11699,[736],Trio Line Masonry Ltd.,238140.0
11700,[1103],1175499 Ontario Limited (A & A Masonry),238140.0
11701,[850],Diamond Construction Enterprises Inc. O/A Gm Masonry,238140.0
11702,[1943],Saint George Masonry Ltd.,238140.0
11703,[1579],Rex Masonry 2000 Ltd.,238140.0
11704,[2712],M.C. Masonry,238140.0
11705,[1485],The Ottawa Young Men'S And Young Women'S Christian Association,813210.0
11706,[1101],Fjc Masonry Inc.,238140.0
11707,[2304],Aramark Canada SERVICENTRE,561420.0
11708,[2632],Pombal Masonry Ltd.,238140.0
11709,[1452],Ivan Franko Home for the Aged,623310.0
11710,[149],S.F. Construction,238140.0
11711,[1782],Ferrel Bricklayers Ltd.,238140.0
11712,[1519],International Bricklayers Co. Ltd.,238140.0
11713,[661],J.L. Construction (1421157) Ontario Limited/Oeste Construction Ltd.,238140.0
11714,[226],Es Masonry,238140.0
11715,[1791],Two Stars Masonry,238140.0
11716,[2122],S.V. Construction,238140.0
11717,[3108],Winter Brick Const Masonry Ltd.,238140.0
11718,[2053],Sudbury Regent Street Inc. O/A Homewood Suites By Hilton And O/A Hampton Inn By Hilton,721111.0
11719,[2912],Direct Masonry Inc./Direct Masonry,238140.0
11720,[1814],Minho Masonry,238140.0
11721,[1998],G & S Construction (1226456 Ontario Limited),238140.0
11722,[1600],Dante Masonry Ltd. Et Al,238140.0
11723,[2067],Robert Speck Retirement Home,623110.0
11724,[1201],J.D.'S General Contractor,238140.0
11725,[3109],Mundial Masonry Ltd.,238140.0
11726,[561],Centre Construction O/A 1417265 Ontario Limited,238140.0
11727,[1799],Mira Minho Masonry Ltd.,238140.0
11728,[2359],Sanca Masonry Construction Co. Ltd.,238140.0
11729,[105],M.P.L. Masonry,238140.0
11730,[303],Douro Bricklayers Ltd.,238140.0
11731,[2910],M.J.P. General Construction,238140.0
11732,[856],First Last Masonry Inc.,238140.0
11733,[68],Cousins Masonry Ltd.,238140.0
11734,[2625],Bronze Masonry Ltd.,238140.0
11735,[2497],Tor-Mar Masonry Inc.,238140.0
11736,[2102],Da Corte Construction Inc.,238140.0
11737,[203],Marques Masonry Ltd.,238140.0
11738,[1706],Steripro Canada LP,561990.0
11739,[2572],A. Van Egmond Construction Ltd.,237110.0
11740,[1779],1209921 Ontario Inc. O/A Dupont Masonry Ltd. / Olympic Star Masonry / Olympic Star / Bricklar Contracting Inc. / Model Masonry Ltd. / Novoeste Masonry,238140.0
11741,[2542],Primeiro De Maio Masonry Ltd.,238140.0
11742,[2032],Model Masonry,238140.0
11743,[388],Orillia Soldiers' Memorial Hospital,622111.0
11744,[243],1193093 Ontario Inc. O/A Three M Excavating & Grading,236110.0
11745,[1976],Hicf Masonry Ltd.,238140.0
11746,[918],Mark Plesko,238140.0
11747,[464],Jonsil Construction Ltd.,238140.0
11748,[2446],Parlay Masonry,238140.0
11749,[1068],Toska Construction Limited,238140.0
11750,[732],Vcb Masonry Ltd.,238140.0
11751,[3096],Areal Douro Construction Inc.,238140.0
11752,[125],United Fdm Construction Ltd.,238140.0
11753,[2719],A.P. Construction,238140.0
11754,[2480],Acure Masonry Inc.,238140.0
11755,[3113],Downsview Long Term Care Centre,623110.0
11756,[2343],Nipissing Manor Nursing Centre,623110.0
11757,[1974],J & J Construction,238140.0
11758,[1103],1431220 Ontario Ltd. (York Masonry),238140.0
11759,[1103],1266346 Ontario Ltd. O/A Prime Masonry,238140.0
11760,[2883],1262455 Ontario Ltd. / Top Gun Construction,238140.0
11761,[643],1448383 Ontario Ltd. O/A Fanecas Bricklayers,238140.0
11762,[463],Old Fashion Masonry,238140.0
11763,[1917],Muvicon Construction,238140.0
11764,[1801],Rara Construction Ltd.,238140.0
11765,[1623],C.N.S. Masonry Ltd.,238140.0
11766,[2544],R & J Masonry Inc.,238140.0
11767,[303],Douro Bricklayers Ltd.,238140.0
11768,[1038],Ms & T Construction,238140.0
11769,[1228],Nordeste Masonry Ltd.,238140.0
11770,[212],J.M.N. Masonry Ltd.,238140.0
11771,[23],Sama Masonry Limited,238140.0
11772,[342],Sansome Brothers Contracting,238140.0
11773,[561],Centro Masonry Limited/C.M. Centro Masonry Ltd.,238140.0
11774,[643],2148924 Ontario Limited O/A Five Star Masonry,238140.0
11775,[877],Premium Masonry Ltd.,238140.0
11776,[3131],P.B. Victory Masonry Inc.,238140.0
11777,[1622],Brickpol Masonry Corporation,238140.0
11778,[2081],European Bricklayers Ltd.,238140.0
11779,[50],South Central Inc.,236110.0
11780,[643],1050443 Ontario Ltd. (Bright Stars Masonry),238140.0
11781,[79],Blue Sky Masonry Ltd.,238140.0
11782,[264],Humber River Hospital,622111.0
11783,[2],1730841 Ontario Limited,238140.0
11784,[1985],Last Line Masonry Ltd.,238140.0
11785,[1461],2001 Fiveline Masonry Ltd.,238140.0
11786,[124],D & L Masonry Ltd.,238140.0
11787,[118],Hamilton Masonry,238140.0
11788,[203],Marinho Bricklayers,238140.0
11789,[915],Kd Bricklayers Inc.,238140.0
11790,[895],Best Line Masonry (1562381 Ontario Limited),238140.0
11791,[1308],Villa Verde General Construction Inc.,238140.0
11792,[2473],Roberto Construction,238140.0
11793,[2689],Novacore Homes Inc. (Previously Starward Homes Management Limited),236110.0
11794,[1673],Novo Mundo Construction,238140.0
11795,[1704],E.M.S. Masonry,238140.0
11796,[2958],Matos Bricklayers Ltd.,238140.0
11797,[3094],L.S.Z. Construction Limited,238140.0
11798,[1779],1001406 Ontario Ltd. (L..V. Construction) L.V. Construction And/Or Southern Ontario Masonry Inc. And/Or Via Con Masonry Inc.,238140.0
11799,[2279],Dr. Bob Kemp Centre for Hospice Palliative Care,623110.0
11800,[745],Saint Luke's Place,623110.0
11801,[1464],Chen'S Brother'S Masonry Co.,238140.0
11802,[1066],Milestone Masonry Ltd.,238140.0
11803,[2769],Favilis Masonry Inc.,238140.0
11804,[3003],Rock Masonry Construction Ltd. (1209579 On),238140.0
11805,[1391],Tejolo Construction (1861066 Ontario Ltd.),238140.0
11806,[2881],B.J. Aluminum,238170.0
11807,[813],Windsor Regional Hospital,622111.0
11808,[1523],Kertz Finish Carpentry Limited,238350.0
11809,[2396],Januario General Contr. Ltd.,238140.0
11810,[1348],C.P. Construction,238140.0
11811,[3016],D.S.M. Aluminum Limited,238190.0
11812,[1622],Brickpol Masonry Corporation,238140.0
11813,[2917],New Westdale Masonry,238140.0
11814,[2227],Bernardo Group Ltd.,238340.0
11815,[1951],M.R. Construction,238140.0
11816,[3141],Paesano Contracting Inc.,238140.0
11817,[1329],Carib Masonry Construction,238140.0
11818,[1387],Brownville Construction Ltd.,238140.0
11819,[425],Corporation Of The Town Of Midland,
11820,[164],Goodgrace Construction,238140.0
11821,[859],Valberg Construction,238140.0
11822,[285],Ontario Masonry (1520117 Ontario Ltd.),238140.0
11823,[1275],Eucon Masonry,238140.0
11824,[1029],General Contracting (SSM) Ltd. - And - Superior Petroleum Maintenance Ltd.,237110.0
11825,[577],Duarte Teixeira Masonry/ Duarte Teixeira Construction,238140.0
11826,[740],Sunstar Masonry,238140.0
11827,[1156],Voyageur Patient Transfer Services Inc.,485990.0
11828,[2030],S.E.S. Bricklayers Ltd.,238140.0
11829,[2245],Rulman Masonry Inc.,238140.0
11830,[2663],Era Nova Bricklayers Inc.,238140.0
11831,[9],Great C. Masonry Ltd.,238140.0
11832,[1319],J.M. Fireplace,238140.0
11833,[107],Clarkson Construction Company Limited/Bot Construction (Canada) Limited,237110.0
11834,[390],Port-Can Masonry Inc.,238140.0
11835,[1751],Masonry Man Masonry,238140.0
11836,[1244],Unidos Bricklayers & Masonry Ltd.,238140.0
11837,[10],Doria Masonry Ltd.,238140.0
11838,[1798],Murphy Masonry,238140.0
11839,[2616],Piccirillo Bros Masonry Ltd.,238140.0
11840,[2],1620761 Ontario Limited,238140.0
11841,[101],1818280 Ontario Inc.,238140.0
11842,[1701],Brennan Paving & Construction,238990.0
11843,[203],Maria'S Masonry Ltd.,238140.0
11844,[1713],Crossline Masonry Contracting Inc.,238140.0
11845,[1644],Teston Pipelines Limited,237990.0
11846,[2463],N.O.R. Masonry,238140.0
11847,[2619],Jc Miguel Construction Inc. / J.C. Masonry / 2345800 Ontario Inc.,238140.0
11848,[149],S.F. Masonry Inc.,238140.0
11849,[2749],Amphora Maintenance Services Inc.,561722.0
11850,[2],1341578 Ontario Limited,238140.0
11851,[2883],1433671 Ontario Inc. O/A E.I.C.P. Masonry,238140.0
11852,[3061],Action Masonry Group Inc.,238140.0
11853,[657],Zhong Xiang Construction Ltd.,238140.0
11854,[2],1677894 Ontario Limited,238140.0
11855,[303],Douro Construction Ltd.,238140.0
11856,[1292],All Wall Masonry Ltd./ Goe Masonry Ltd./ Definition Masonry Inc. And/ Belmiro Duarte,238140.0
11857,[1103],794926 Ontario Inc. o/a A.K. Masonry,238140.0
11858,[2883],1735434 Ontario Limited O/A Flame Masonry,238140.0
11859,[1172],Dragon'S Masonry Ltd.,238140.0
11860,[2716],Captain Masonry Ltd./F.P.C. Masonry Ltd.,238140.0
11861,[3093],L.A. Company Limited,238140.0
11862,[1860],Blackadar Continuing Care Centre,623110.0
11863,[101],1507257 Ontario Ltd.,238140.0
11864,[574],Edward Paul Jursa C.O.B. E.P.J. Construction,238140.0
11865,[2792],Escalator Handrail Company Inc.,238291.0
11866,[2070],Lunardon Construction Ltd.,238140.0
11867,[2564],Buttcon Limited,238350.0
11868,[3117],Resform Construction Ltd.,238140.0
11869,[541],Paramed Home Health Care,621610.0
11870,[2760],Alvides Masonry Inc.,238140.0
11871,[277],Giordano Construction,238140.0
11872,[562],Compass Group Canada (Beaver) Ltd.,722310.0
11873,[859],Valley Masonry Co. Ltd.,238140.0
11874,[2572],A.A.B. General Masonry Contracting,238140.0
11875,[681],Ontario Masonry Co. Ltd.,238140.0
11876,[2241],B.M. Bricklayers Ltd.,238140.0
11877,[1034],Vast-Auto Distribution Ontario Ltd.,415290.0
11878,[1851],Iron Valley Masonry Ltd.,238140.0
11879,[641],Euro Can Masonry Inc.,238140.0
11880,[377],Chartwell Thunder Bay Retirement Residence,623310.0
11881,[1518],Waldevax Pires Construction,238140.0
11882,[1623],C.T. Masonry Ltd.,238140.0
11883,[1073],Four Stars Bricklayers Ltd.,238140.0
11884,[2272],103 Dalton Holdings Inc. Operating As Courtyard By Marriott,721111.0
11885,[105],M.M.O.B. Tech Inc.,238140.0
11886,[1537],Mose Home Construction Ltd.,238140.0
11887,[2441],Minas Masonry Ltd.,238140.0
11888,[117],Willpat Masonry Construction,238140.0
11889,[984],Dynamic Group Contractors Inc.,238140.0
11890,[878],Bic Masonry Inc.,238140.0
11891,[2383],Fine Line Masonry Ltd.,238140.0
11892,[1247],M.R. Construction Inc.,238140.0
11893,[1015],Brickpol Masonry Contractors/Brickpol,238140.0
11894,[1327],Barcelos M. Masonry,238140.0
11895,[203],Mar & Sol Masonry Ltd.,238140.0
11896,[2883],1801420 Ontario Inc. O/A Da Costa'S Masonry,238140.0
11897,[3021],Brampton Masonry Ltd.,238140.0
11898,[1552],Fatima'S Construction,238140.0
11899,[643],2064669 Ontario Ltd. O/A Red Brick Contracting,238140.0
11900,[1111],Independent Living Services of Simcoe County & Area,623222.0
11901,[3107],Caxineiro Construction,238140.0
11902,[1619],Topper Linen Supply Limited,812330.0
11903,[81],Parkview Construction Corp.,238140.0
11904,[576],Rymac Construction,238140.0
11905,[643],1403176 Ontario Limited O/A Maple Bricklayers,238140.0
11906,[1751],Masonry Novo Milenio,238140.0
11907,[1292],A.M.P. Masonry Inc. / A.M.P. Masonry Contracting Co.,238140.0
11908,[1223],Cobourg Masonry (1067447 Ontario Ltd.),238140.0
11909,[1537],Modern Excavating & Grading,238990.0
11910,[1256],Copperheadroad,238140.0
11911,[377],Chartwell Avondale Retirement Residence,623310.0
11912,[1034],Valleystream Retirement Community,623310.0
11913,[2309],Milenio Masonry Inc.,238140.0
11914,[1103],1770134 Ontario Inc. O/A R.J. Masonry,238140.0
11915,[2596],Dezmic Masonry Ltd.,238140.0
11916,[399],Erel Construction Ltd.,238140.0
11917,[645],A.R.F.F. Bricklayers Ltd.,238140.0
11918,[1176],Lanark Heights Ltc,623110.0
11919,[2688],Trancon Installations Limited,238390.0
11920,[863],Delta Masonry,238140.0
11921,[64],F.P.C. Masonry Ltd.,238140.0
11922,[492],Golden Star Construction/Top Gun Masonry,238140.0
11923,[1228],Northview Masonry Ltd.,238140.0
11924,[1565],A.C. Bricklayers,238140.0
11925,[1598],Oakdale Child And Family Services,623999.0
11926,[2199],Ade Bricklayers Ltd.,238140.0
11927,[932],Can Pro Masonry,238140.0
11928,[2505],Liberty Group Masonry,238140.0
11929,[2307],Don Valley Masonry Ltd.,238140.0
11930,[1137],Old River Masonry Ltd.,238140.0
11931,[2883],1462502 Ontario Inc. o/a P.F. Construction,238140.0
11932,[2651],2002 Bricklayers Ltd.,238140.0
11933,[1722],Myers Contracting,238140.0
11934,[433],J.P.M,238140.0
11935,[984],Dynamik Masonry Contractors,238140.0
11936,[1614],Sam Del Construction Inc.,238140.0
11937,[2920],Fersil Masonry Ltd.,238140.0
11938,[101],1842671 Ontario Inc.,238140.0
11939,[1909],St. Michael's Hospital,622111.0
11940,[2625],Bronze Masonry Ltd.,238140.0
11941,[1869],Lenave Masonry Ltd.,238140.0
11942,[422],Ana'S Bricklaying,238140.0
11943,[2209],Pascal Masonry Ltd.,238140.0
11944,[2081],Eurocanada Bricklayers Ltd.,238140.0
11945,[2579],H & J Masonry,238140.0
11946,[298],Mtk Masonry Ltd.,238140.0
11947,[386],Sparton Masonry,238140.0
11948,[284],Da Costa Masonry Inc. / Da Costa'S Masonry Inc. / 1181945 Ontario Ltd.,238140.0
11949,[1729],Madeira Masonry Ltd.,238140.0
11950,[488],R.T.P. Masonry,238140.0
11951,[14],Kingsley Marine Limited,238140.0
11952,[3119],Topi Masonry/Pito Masonry/Tony Masonry Ltd.,238140.0
11953,[2039],Toronto & District Carpentry Contractors Association on behalf of The Way Trim Carpentry Ltd.,238350.0
11954,[1127],Union Express Incorporated,238140.0
11955,[1013],Santa Fe Masonry,238140.0
11956,[1395],True Way General Contracting,238140.0
11957,[2556],Via Norte Masonry Ltd.,238140.0
11958,[2849],Batnor Construction Ltd.,238140.0
11959,[2876],Inteva Products Canada ULC,811121.0
11960,[3084],Pacheco Masons Ltd.,238140.0
11961,[283],G.M. Masonry,238140.0
11962,[3015],Skala Developments Inc.,238140.0
11963,[2916],Regional Curb Inc.,237310.0
11964,[1388],Next Progress Masonry Ltd.,238140.0
11965,[834],Sunrise Bricklayers Ltd./ Indi Masonry Ltd.,238140.0
11966,[1265],R.L. General Construction Ltd.,238140.0
11967,[3105],Amber Lea Place Limited,623310.0
11968,[2656],Kelly'S Contracting And Stone Mason,238140.0
11969,[60],Extendicare Rouge Valley,623110.0
11970,[1085],Townline Masonry Inc.,238140.0
11971,[553],Njs Construction Inc.,237110.0
11972,[2325],Viva Masonry Limited,238140.0
11973,[1318],Power Masonry,238140.0
11974,[1549],Green Island Masonry Ltd.,238140.0
11975,[2384],Livita Barrington OPCO Inc c. o. b. as Livita Barrington Retirement Residence,623310.0
11976,[1640],Corona Borealis Masonry Ltd.,238140.0
11977,[84],Alcon Construction,238140.0
11978,[2754],J.S.M. Masonry Ltd.,238140.0
11979,[1127],Unicorn Consulting Inc.,238140.0
11980,[101],1521074 Ontario Inc.,238140.0
11981,[575],White Eagle Long Term Care Centre,623110.0
11982,[643],1104757 Ontario Ltd. O/A 97 Masonry Group Inc.,238140.0
11983,[2092],2003 Bricklayers,238140.0
11984,[20],1562466 Ontario Ltd. O/A Acores Masonry,238140.0
11985,[3011],Jobral Masonry Ltd.,238140.0
11986,[2368],BGS Homes Inc. and B.G. Schickedanz Inc. and My Building Corporation and B.G. Schickendanz Investments Limited and Deerfield-Schickendanz and Kansun Homes Limited,236110.0
11987,[212],J.M. Construction,238140.0
11988,[204],Silver Mountain Co.,238140.0
11989,[1652],Jocar Masonry Ltd.,238140.0
11990,[1870],Glen Hill Terrace Christian Homes Inc. (Marnwood Lifecare Centre),623110.0
11991,[1103],2235080 Ontario Ltd. O/A A.J. Masonry,238140.0
11992,[1552],Fatima's Construction,238140.0
11993,[1201],J. Silva Bricklayers Ltd.,238140.0
11994,[2143],Skye Masonry Ltd.,238140.0
11995,[2148],Meta Centre,623210.0
11996,[2319],Fillipuzzi Masonry Ltd.,238140.0
11997,[1075],Mr Construction Ltd.,238140.0
11998,[1870],Glen Hill Terrace Christian Homes Inc. (Marnwood Lifecare Centre),623110.0
11999,[1979],CSH Wynfield Retirement Residence Inc. cob Wynfield Retirement Residence,623310.0
12000,[1049],Orlando'S Masonry Ltd.,238140.0
12001,[1115],Brick Construction,238140.0
12002,[2519],New Millenium Masonry Inc.,238140.0
12003,[1701],Brescia University College,611310.0
12004,[2665],A.M.D. Construction,238140.0
12005,[1497],Reinald Construction Inc./United Growth Inc. Masonry Contractors/ Portrei Masonry Limited,238140.0
12006,[3131],P.B. Victory Masonry Inc.,238140.0
12007,[2883],1488705 Ontario Inc. O/A City Bricklayers,238140.0
12008,[523],Expo Masonry Ltd.,238140.0
12009,[2],1710474 Ontario Limited,238140.0
12010,[1942],All Ontario Masonry Inc.,238140.0
12011,[2454],Baiocco Construction Corp.,236220.0
12012,[1407],J & J Masonry,238140.0
12013,[1421],Maple Bricklayers Ltd. (A Division Of 1284976 Ontario Ltd.) Maple Bricklayers/ 1154109 Ontario Ltd./ Fersil Masonry Ltd.,238140.0
12014,[97],Royal York Construction/Royal Park Construction/1406896 Ontario Inc.,238140.0
12015,[1599],Roti Masonry Ltd.,238140.0
12016,[2616],Picatel Construction Ltd.,238140.0
12017,[797],Star Masonry/Two Stars Masonry,238140.0
12018,[1623],C.S.S. Masonry Inc.,238140.0
12019,[1206],Kennedy Masonry Company Limited,238140.0
12020,[3002],Limestone Masonry,238140.0
12021,[308],Universal Bricklayers,238140.0
12022,[235],Delta Contractor Inc.,238140.0
12023,[1691],Brusan Construction Inc.,238140.0
12024,[359],Western Star Construction Ltd.,238140.0
12025,[95],A.J.C. Masonry Ltd. / A.J.S. Masonry,238140.0
12026,[1163],Strong Line Bricklayers Ltd.,238140.0
12027,[1485],Thrift Magic Limited Partnership C.O.B. As Talize,453310.0
12028,[318],Buildway Masonry Inc.,238140.0
12029,[138],Stefero Masonry/ Stefero Construction Inc.,238140.0
12030,[1137],Old Oak Properties Inc.,237990.0
12031,[1869],Leandro Bricklayers,238140.0
12032,[2846],Everest Restoration Limited,238990.0
12033,[2023],Red Wings Construction Inc.,238140.0
12034,[3141],Pascoal Construction Ltd.,238140.0
12035,[1103],1228484 Ontario Ltd. O/A  Cfc Masonry,238140.0
12036,[1028],Obical Masonry Ltd.,238140.0
12037,[3083],All Construction Efc,238140.0
12038,[2263],Empire Contracting Inc.,238140.0
12039,[3095],A.S. Construction,238140.0
12040,[843],Top Star Masonry,238140.0
12041,[799],Sodexo Canada Ltd.,561722.0
12042,[2460],Encore Masonry Inc.,238140.0
12043,[1421],Michelin Construction Group/Michelin Masonry Inc./556395 Ontario Inc./922452 Ontario Inc./Hallmark Construction Ltd.,238140.0
12044,[859],Valvic Masonry Limited,238140.0
12045,[2576],F.H.A. Construction Inc.,238140.0
12046,[1073],Four Elms Retirement Residence,623310.0
12047,[1699],Skyline Construction Masonry Limited,238140.0
