,organization_name,naics_code,Predicted Cluster
8048,Trillium Lakelands District School Board,611110.0,[221]
8049,Port Colborne Public Library Board,519121.0,[2682]
8050,UCEL Inc.,238120.0,[25]
8051,Police Services Board of the Corporation of the Town of Gananoque,913130.0,[36]
8052,D'Orazio Infrastructure Group,237120.0,[561]
8053,Eclipse Shutters Canada Inc.,326198.0,[124]
8054,Corporation Of The County Of Renfrew,913910.0,[136]
8055,Bloorview School Authority,611110.0,[1216]
8056,Canadian Federation of Students - Ontario,813410.0,[3091]
8057,"Smiths Construction, a division of the Miller Group Inc.",237310.0,[510]
8058,Residence Saint-Louis,623110.0,[1315]
8059,Electrical Trade Bargaining Agency,238210.0,[900]
8060,Corporation of The City of Clarence-Rockland,913910.0,[2]
8061,Superior North Catholic District School Board,611110.0,[451]
8062,University of Guelph,611310.0,[155]
8063,Canadian Red Cross Society,621610.0,[248]
8064,University Health Network - Toronto General Hospital,622111.0,[243]
8065,Onofast Excavating Ltd,237310.0,[805]
8066,Rykka Care Centre LP at Eatonville Care Centre,623110.0,[783]
8067,Riverside Health Care Facilities Inc Rainycrest Long Term Care Facilities,623310.0,[1176]
8068,Kop-Flex Canada Ltd,333619.0,[34]
8069,Parmalat Canada Inc,311511.0,[2548]
8070,Bruce-Grey Catholic District School Board,611110.0,[1039]
8071,Victoria Manor,623310.0,[288]
8072,Regional Municipality of Halton,913910.0,[2885]
8073,Aldrew Air Systems,238220.0,[708]
8074,Maple Leaf Foods Inc.,311614.0,[2312]
8075,Terracon Underground Ltd,237110.0,[1201]
8076,Lafarge Hamilton Slag,327990.0,[1170]
8077,Ccm Demolition Ltd,236220.0,[1959]
8078,Murphy Machinery Co,237310.0,[555]
8079,2107617 Ontario Limited c.o.b. as Collins' Valumart,445110.0,[2294]
8080,Container Design Services,332319.0,[2716]
8081,Braun Nursery Limited,332619.0,[6]
8082,Shade-O-Matic Lp,337920.0,[104]
8083,Forterra Pressure Pipe,327330.0,[1425]
8084,R & D Contracting,238220.0,[2593]
8085,Amica (Bayview) Corp,623110.0,[377]
8086,"Lanark, Leeds & Grenville Addictions & Mental Health",624310.0,[1764]
8087,Sherway Contracting (Windsor) Ltd,237990.0,[1060]
8088,Hudson's Bay,452110.0,[642]
8089,Messer Canada Inc.,418410.0,[1941]
8090,Ontario Refrigeration and Air Conditioning Contractors Association,333416.0,[833]
8091,Marek Hospitality Inc,722310.0,[682]
8092,1747209 Ontario Inc (Perry Industries),238990.0,[3081]
8093,Kensington-Bellwoods Community Legal Services,541110.0,[1115]
8094,"Extra Foods, a division of Westfair Foods Ltd.",445110.0,[1872]
8095,1099708 Ontario Inc (D V C Enterprises),236220.0,[3110]
8096,Five Counties Children's Centre,624110.0,[1024]
8097,Corporation of The City of Pembroke,913910.0,[2]
8098,Corporation of the Township of Oro-Medonte,913910.0,[349]
8099,St Joseph's at Fleming,623310.0,[3029]
8100,Roadway Express Inc,484110.0,[87]
8101,Maynard Nursing Home,623110.0,[3082]
8102,Heligear Canada Acquisition Corp.,333619.0,[2702]
8103,Mckesson Canada Ltd,414510.0,[2100]
8104,Forest Interior Trim Ltd,238350.0,[1193]
8105,Physically Handicapped Adults' Rehabilitation Association,813310.0,[375]
8106,Moosonee District School Area Board,611110.0,[2000]
8107,North East Local Health Integration Network,621610.0,[786]
8108,Dtz Canada Inc.,561722.0,[485]
8109,Corporation of the City of Kawartha Lakes,913140.0,[2]
8110,Polvian Construction Ltd,236220.0,[44]
8111,Riverview Drywall,236110.0,[2727]
8112,Governing Council of the University of Toronto,611310.0,[2959]
8113,David Mcknight Construction Co,238160.0,[32]
8114,Ina Grafton Gage Home of Toronto,623110.0,[1299]
8115,Conseil Scolaire Public Du Nord-Est De L'Ontario,611110.0,[1305]
8116,Olymel s.e.c./l.p.,311615.0,[375]
8117,Ford Motor Co of Canada Ltd,336110.0,[696]
8118,Iss Facility Services Inc,561722.0,[1096]
8119,Meyers Transport Ltd,484110.0,[2989]
8120,Molson Coors Canada,312120.0,[878]
8121,Hamilton-Wentworth District School Board,611110.0,[241]
8122,Governing Council of The University of Toronto,611310.0,[2959]
8123,N.V. Construction Ltd,236220.0,[44]
8124,Sacchetti Construction Ltd.,238110.0,[151]
8125,CUPE Local 2424,813930.0,[375]
8126,Universal Logistics Solutions Canada,485990.0,[426]
8127,InnVest Hotels LP o/a  Comfort Inn Pickering,721114.0,[1768]
8128,Lennox & Addington Interval House,623991.0,[3041]
8129,M & D General Contractors Ltd.,238170.0,[994]
8130,Slip-Form Construction,237990.0,[32]
8131,Nova Services Group Inc. - Compass Group Canada Ltd.,561722.0,[2053]
8132,Professional Association of Canadian Theatres (Pact),711111.0,[2964]
8133,Toronto District School Board,611110.0,[568]
8134,General Mills Canada Corp,311822.0,[527]
8135,Corporation of The City of Cornwall,913910.0,[2]
8136,Brinks Canada Ltd,561613.0,[34]
8137,Bethesda Community Services Inc.,623210.0,[429]
8138,Architectural Glass And Metal Contractors Assn,238150.0,[730]
8139,Rainbow District School Board,611110.0,[287]
8140,Ruetgers Canada Inc.,325190.0,[124]
8141,Équipe de santé familiale Communautaire de l'est d'Ottawa,621494.0,[375]
8142,St Patricks Home of Ottawa Inc,623110.0,[373]
8143,Busch's Auto Supplies Limited,333990.0,[6]
8144,Summit Pipeline Services,238220.0,[922]
8145,Compass Group Canada (Morrison) Ltd,722310.0,[1031]
8146,VHA Home Healthcare,621610.0,[1199]
8147,St Joseph's Care Group,622310.0,[194]
8148,Community Living Espanola,623210.0,[2756]
8149,Universal Structural Restorations Ltd,238990.0,[426]
8150,Compass Group Canada Ltd.,722310.0,[7]
8151,Bolder Construction,238140.0,[32]
8152,2057709 Ontario Inc./Alliance Restoration,236210.0,[667]
8153,Southlake Regional Health Centre,622111.0,[142]
8154,1103161 Ontario Ltd (Delrose Retirement Residence),623310.0,[1966]
8155,Morton Youth Services,624110.0,[366]
8156,Yrc Reimer,484110.0,[1427]
8157,Eagle Restoration Inc.,238390.0,[1185]
8158,Federal Marine Terminals,488320.0,[2520]
8159,Cic Irrigation Contractors Inc,238990.0,[914]
8160,Elizabeth Fry Toronto,623991.0,[306]
8161,Wegu Manufacturing Inc,326290.0,[2633]
8162,Dionne's Valu-Mart,445110.0,[1995]
8163,Garda Security Screening Inc,561612.0,[244]
8164,Wildwood Care Centre Inc,623110.0,[217]
8165,Bethany Lodge Manor,623110.0,[1362]
8166,Yee Hong Centre For Geriatric Care,623110.0,[959]
8167,De Ferrari Construction Ltd,237990.0,[1102]
8168,Med-Wall Concrete Forming A Division of 1315717 Ontario Ltd.,238110.0,[328]
8169,Durham Catholic District School Board,611110.0,[1081]
8170,Mohawk Medbuy Corp.,812330.0,[2131]
8171,City of Ottawa,485110.0,[672]
8172,UFCW Canada Local 1006A,813930.0,[264]
8173,Can-Mar Aluminum Co,238170.0,[895]
8174,Waterloo Catholic District School Board,611110.0,[130]
8175,Kent-Erie Glass & Lock Inc.,238150.0,[2252]
8176,Schlegel Villages Inc. Fairview Nursing Home,623110.0,[185]
8177,Maplecon Earthworks Ltd,238910.0,[128]
8178,Oakdale Child and Family Service Inc.,623999.0,[1947]
8179,Delcon Civil Contractors Inc,237120.0,[181]
8180,Sudbury Vascular Laboratory Ltd,621510.0,[756]
8181,Nova Steel Systems Sudbury Inc,237990.0,[2505]
8182,General Scrap Partnership,418110.0,[1015]
8183,Ross Bananish,238350.0,[147]
8184,Celanese Canada Inc,313110.0,[144]
8185,IQor AMS,334210.0,[945]
8186,Children'S Aid Society Of Northumberland,624110.0,[81]
8187,1245556 Ontario Inc (Burton Manor Long-Term Care),623110.0,[3081]
8188,Compass Minerals Canada Corp.,212393.0,[1243]
8189,York University,611310.0,[9]
8190,Alstom Canada Inc Power,238299.0,[144]
8191,Compass Canada Support Services Ltd. o/a Eurest Services,561722.0,[58]
8192,The Millwood,623310.0,[2541]
8193,Canteen Limited,454210.0,[6]
8194,Cooper Standard Automotive Canada Limited,326290.0,[663]
8195,Saputo Dairy Products Canada G.P.,311511.0,[115]
8196,Community Living Elgin,623210.0,[2756]
8197,Sodexo Canada Ltd.,811310.0,[141]
8198,Aramark Canada Ltd.,722310.0,[33]
8199,St. Clair O'Connor Community Inc.,623310.0,[476]
8200,Ganiva Construction Ltd,238220.0,[44]
8201,Mallia Inc.,315249.0,[25]
8202,Air Canada,481110.0,[353]
8203,JMR Electric Ltd.,238210.0,[38]
8204,United Assoc Plumbers & Pipefitters Local 800,813930.0,[148]
8205,1084278 Ontario Inc. o/a Super 8 Sudbury,721111.0,[2980]
8206,Sentinel Plumbing Inc,236110.0,[2045]
8207,Brock University,611310.0,[519]
8208,Canadian Automatic Sprinkler Assn,333110.0,[1603]
8209,Con-Drain Co (1983) Ltd.,237110.0,[2394]
8210,Wd Excavating Ltd,238910.0,[805]
8211,Muskoka ACS 1339175 Ontario Inc.,621911.0,[921]
8212,736044 Ontario Inc. C.O.B. As A & A Metal Cleaning & Stripping,332810.0,[82]
8213,Borsa Bros Haulage & Trenching Ltd,238990.0,[1133]
8214,Corporation of the Town of Lasalle,913910.0,[103]
8215,Bibliotheque Publique Clarence-Rockland,519121.0,[375]
8216,Corporation of the City of Brampton,913910.0,[2]
8217,Ed Mirvish Enterprises Ltd. c.o.b. as Royal Alexandra Theatre and Princess of Wales Theatre,711311.0,[447]
8218,Barrie Mechanical Inc,238990.0,[50]
8219,Dufferin-Peel Catholic District School Board,611110.0,[540]
8220,Roma Fence Limited,238990.0,[1171]
8221,Renfrew County District School Board,611110.0,[1665]
8222,Sears Canada Inc,452110.0,[1126]
8223,Cassellholme East Nipissing District Home For the Aged,623110.0,[941]
8224,Upper Canada District School Board,611110.0,[1163]
8225,Lafarge Canada Inc.,212314.0,[107]
8226,Victoria Gardens Long Term Care,623110.0,[1825]
8227,Maison Baldwin House,624220.0,[1275]
8228,Sterling Concrete Sawing & Drilling Ltd,238990.0,[1251]
8229,Tecmix,327320.0,[375]
8230,Carnello Civil Construction Ltd,237120.0,[1674]
8231,Corporation Of The Township Of North Glengarry,713940.0,[349]
8232,York Condominium No. 340,531310.0,[2796]
8233,Corus Entertainment Inc (Ckws-Tv Cffx-Am Cfmk-Fm),515110.0,[1238]
8234,Port Arthur Health Centre,621110.0,[1317]
8235,629511 Ontario Inc (A-1 Enterprises),238120.0,[2883]
8236,Villa Italia Retirement Home,623310.0,[346]
8237,T.E. Smith Transport & Logistics Ltd,237110.0,[2989]
8238,Algoma University Board of Governors,611310.0,[1192]
8239,"Canadian Union of Public Employees, Local 3908",813930.0,[89]
8240,Al-Ex Enterprises Inc,237990.0,[3053]
8241,Hôpital De Smooth Rock Falls Hospital,622111.0,[924]
8242,Independent Unionized Landscaping Contractors’ Association on behalf of Oakridge Landscape Contractors,238990.0,[351]
8243,Tayside Community Residential And Support Options,623222.0,[1479]
8244,Strathcona Long Term Care,623110.0,[309]
8245,St. Joseph's Health Care London,622111.0,[1759]
8246,Zellers Inc,452110.0,[326]
8247,Teskey Concrete Co. Ltd. (Ready Mix),327320.0,[2834]
8248,Brockport Home Systems Ltd.,321212.0,[907]
8249,Joseph Brant Hospital,622111.0,[876]
8250,The Brick Warehouse Lp,442110.0,[2541]
8251,Permanent Paving Ltd.,237310.0,[520]
8252,Kaneff Properties Limited,531111.0,[1232]
8253,Corporation of The Town of Petrolia,913910.0,[103]
8254,York Region District School Board,611110.0,[242]
8255,Heico/Infasco Nut Lp Division of Ifastgroupe and Company Limited Partnership (Ifastgroupe Inc. General Partner),332720.0,[104]
8256,1243299 Ontario Inc Cob As Newcastle Foodland,,[3081]
8257,Delso Restoration Ltd.,238390.0,[1185]
8258,Columbia Forest Products,321211.0,[2105]
8259,Manitoulin Lodge,623110.0,[851]
8260,Art Gallery of Ontario,712111.0,[363]
8261,Corporation of the City of Sarnia,913910.0,[2]
8262,Corporation of The City of Mississauga,485110.0,[2]
8263,Waste Management of Canada Corporation (Ottawa Landfill),562210.0,[117]
8264,Ottawa-Carleton Lifeskills Inc,623210.0,[2076]
8265,Gogama Cesc,611110.0,[375]
8266,Crown Metal Packaging Canada Lp,332431.0,[1021]
8267,Metro Ontario Inc. c.o.b. as Metro Casselman Market,445110.0,[82]
8268,Mansions of Forest Glen Inc,238990.0,[1721]
8269,2470347 Ontario Inc. c.o.b. as Galleria Shopping Centre,531310.0,[82]
8270,Ottawa Young Men's and Young Women's Christian Association,624190.0,[968]
8271,Union of Taxation Employees/Syndicat Des Employé-E-S De L’impôt,813930.0,[529]
8272,Global Plumbing & Heat Inc,236110.0,[1220]
8273,"Emrick Plastics, a division of Windsor Mold Inc.",326198.0,[510]
8274,Hc Matcon Inc.,237110.0,[487]
8275,Lake of the Woods District Hospital,622111.0,[298]
8276,Silverstein'S Bakery Ltd,311814.0,[729]
8277,Family Services A La Famille Ottawa,624190.0,[2216]
8278,Orillia Soldiers Memorial Hospital,622111.0,[250]
8279,L'Abbe Plumbing And Heating,238220.0,[461]
8280,Imperial Fence,238990.0,[1210]
8281,Brierwood Gardens Seniors Community,623110.0,[1549]
8282,Jentry Construction Ltd,237990.0,[44]
8283,Lafarge Canada Inc.,327320.0,[107]
8284,Village Marble & Tile Inc,238340.0,[2493]
8285,Holiday Inn Toronto Downtown Centre,721111.0,[348]
8286,Hm Cash Inc,561613.0,[87]
8287,Mvc Architectural Corp,238130.0,[1013]
8288,Murray Mills Excavating,237990.0,[784]
8289,Hilltop Manor Cambridge,623110.0,[288]
8290,"1019491 Ontario Ltd. (Perkins Restaurant), 1264316 Ontario Ltd. (Hamptons Inn Hotel, St. Catharines, Ontario)",721111.0,[812]
8291,Renfrew County District School Board,611110.0,[1665]
8292,Dart Canada Inc.,322219.0,[124]
8293,St. Joseph's Villa and Villa St. Gabriel Villa,623110.0,[1975]
8294,Ontario New Democratic Party Caucus,813940.0,[1734]
8295,Macleans Magazine,511120.0,[2440]
8296,Unifor and its Local 252,813930.0,[2133]
8297,Levi Strauss & Co. (Canada) Inc.,414110.0,[99]
8298,Associated Hebrew Schools of Toronto,611110.0,[777]
8299,Gravel Doctor Construction & Materials,238910.0,[500]
8300,Sterling Ford Sales (Ottawa) Inc,441110.0,[1251]
8301,L C Bakery Equipment Services Ltd,333248.0,[1342]
8302,European Quality Meats & Sausages,311614.0,[562]
8303,Bjw Tools & Equipment,236220.0,[883]
8304,Thunder Bay Regional Health Sciences Centre,622111.0,[98]
8305,North of Superior Healthcare Group,622111.0,[702]
8306,Cornwall Gravel Company Limited,236210.0,[888]
8307,Mta Contracting Inc,236220.0,[2515]
8308,Algoma Tubes Inc,331210.0,[1735]
8309,Pinnacle Sheet Metals Ltd,238220.0,[216]
8310,Hogg Fuel & Supply Ltd,327320.0,[99]
8311,Corporation of the Town of Deep River,913140.0,[103]
8312,Perth District Health Unit,621494.0,[1501]
8313,Unit Park Holdings Inc,812930.0,[2826]
8314,1407673 Ontario Inc. o/a 2001 Masonry,238140.0,[3071]
8315,Blvd Construction Inc,238120.0,[2893]
8316,Waypoint Centre for Mental Health Care,622210.0,[2428]
8317,Ambassador Duty Free Management Services Ltd. c.o.b. as the Ambassador Duty Free Store,452999.0,[2769]
8318,Cornwall Community Hospital,622111.0,[195]
8319,Anson Place Care Centre,623110.0,[662]
8320,"Goodwill, The Amity Group",453310.0,[773]
8321,Corporation of the City of Niagara Falls,913140.0,[2]
8322,Timiskaming Health Unit,621494.0,[1138]
8323,Corona Borealis Masonry Ltd,238140.0,[1684]
8324,PUC Services Inc,221122.0,[23]
8325,Compass Canada Support Services Limited O/A Eurest Services,561722.0,[58]
8326,Niacon Ltd,236220.0,[128]
8327,Canon Construction Ltd,238910.0,[44]
8328,P L S Landscaping & Excavating Ltd,561730.0,[361]
8329,Mcmaster Graduate Students Association,813410.0,[18]
8330,Ontario Northland Transportation Comm,488210.0,[286]
8331,Ontario Educational Communications Authority,515120.0,[824]
8332,Cambridge Landscaping Inc,238990.0,[877]
8333,Kristus Darzs Latvian Home,623110.0,[375]
8334,Stirling-Rawdon Police Services Board,913130.0,[36]
8335,Icon Plumbing & Heating Ltd,238220.0,[2229]
8336,Board of Governors of Ryerson University,611310.0,[62]
8337,Team Industrial,541380.0,[433]
8338,Revera Long Term Care Inc.,623110.0,[57]
8339,Set Point Controls,238220.0,[886]
8340,Ferncliff Day Care And After School Group,624410.0,[882]
8341,473702 Ontario Ltd (Clark Bros Construction),237990.0,[2482]
8342,Westario Power Inc,221119.0,[721]
8343,Demeo Landscaping Inc,237310.0,[2623]
8344,Bradley Kelly Const Ltd,237120.0,[1882]
8345,Aristeo Construction Intl Inc,236220.0,[2893]
8346,Harbison Walker International Inc.,212326.0,[1065]
8347,Swance Grader Service Ltd,237310.0,[162]
8348,Windsor Regional Hospital,622111.0,[239]
8349,Velocity Mechanical Inc.,238220.0,[765]
8350,FCA Canada Inc.,336110.0,[1440]
8351,United Counties of Leeds & Grenville,623110.0,[2086]
8352,Labatt Breweries Ontario Canada (LBOC) Division of Labatt Breweries of Canada LP,312120.0,[2474]
8353,Community Addiction and Mental Health (Haldimand and Norfolk),621494.0,[2639]
8354,Force Sewer And Water Inc,237110.0,[1975]
8355,Safebore Inc,237130.0,[1911]
8356,American Water Canada Corp,221310.0,[620]
8357,Tri-Flame Natural Gas Services Ltd,238220.0,[2716]
8358,Stirling Manor Nursing Home,623110.0,[910]
8359,Bunge Canada,311224.0,[264]
8360,Besseling Mechanical Inc,236220.0,[50]
8361,Women's Centre Grey Bruce Inc,623991.0,[67]
8362,Architectural Cladding Solutions Inc,238160.0,[1402]
8363,"Victorian Order of Nurses for Canada Ontario Branch, Hastings, Northumberland and Prince Edward Site",621610.0,[13]
8364,A.D.D. Construction Ltd,237130.0,[44]
8365,Topline Electric Limited,238210.0,[999]
8366,Maple Leaf Structural Ltd,238390.0,[2312]
8367,Corporation of The County of Huron,623310.0,[136]
8368,General Electric Canada,335312.0,[2485]
8369,Umbrella Family And Child Centres of Hamilton,624410.0,[261]
8370,North American Zinc Co,332999.0,[1857]
8371,Black & McDonald Limited,238220.0,[1400]
8372,Algoma University Board of Governors,611310.0,[1192]
8373,York Condominium Corporation No. 165,531310.0,[2796]
8374,Chateau Park Nursing Home,623110.0,[1579]
8375,Bloorview School Authority,611110.0,[1216]
8376,Nuway Utilities Inc,237110.0,[2809]
8377,"2192256 Ontario Limited, c.o.b. as Andress' Your Independent Grocers",445110.0,[2853]
8378,Dare Foods Limited,311821.0,[621]
8379,Municipal Corporation of The Town of Cobourg,913910.0,[582]
8380,J.A.C. Construction Ltd.,237990.0,[151]
8381,Grimsby Utility Construction Inc,237130.0,[717]
8382,Greif Bros Canada Inc,332439.0,[1802]
8383,Monte Vista Contracting Inc,237990.0,[1152]
8384,Thames Valley District School Board,611110.0,[109]
8385,Artcon Forming Ltd,237990.0,[1086]
8386,Darcor Limited,332510.0,[6]
8387,Scott White Construction Ltd,237310.0,[3161]
8388,Pacific West Exhibit Group Inc,238390.0,[2686]
8389,Canpro Trim & Doors 2000 Inc,238350.0,[638]
8390,Tony Stacey Centre For Veterans Care,623110.0,[2015]
8391,Nipigion District Memorial Hospital,622111.0,[714]
8392,PepsiCo Beverages Canada,312110.0,[676]
8393,Eva's Initiatives,624220.0,[2183]
8394,Envirosystems Inc.,562210.0,[25]
8395,IOOF Seniors Homes Inc.,623310.0,[2631]
8396,Revco Worldwide Inc,333619.0,[87]
8397,Woodbridge,326140.0,[1410]
8398,Innvest Hotels Gp Ii (London Comfort Inn),,[505]
8399,Union of National Defence Employees,813930.0,[864]
8400,CMG Innovation Co Ltd.,236220.0,[305]
8401,Hamilton-Wentworth Catholic District School Board,611110.0,[719]
8402,Kids And Company Ltd,624410.0,[78]
8403,Shalom Manor Long Term Care Home,623110.0,[1162]
8404,Electronic Language Communications Ltd,541930.0,[360]
8405,"Family, Youth And Child Services Of Muskoka",,[366]
8406,Nipigon District Memorial Hospital,622111.0,[947]
8407,Unicco Facility Services Canada Company,561722.0,[262]
8408,AEP Canada Inc,326114.0,[144]
8409,Alga Holdings Inc/Alga Tile Ltd,238340.0,[858]
8410,Owen Sound Transportation Company Limited,483116.0,[2683]
8411,Community Living Association For South Simcoe,623210.0,[634]
8412,Impact Cleaning Services Ltd.,561722.0,[16]
8413,Baycrest Centre For Geriatric Care,622310.0,[585]
8414,Options Northwest,623210.0,[1345]
8415,De Santis Crane Service Inc,237130.0,[1102]
8416,Gardaworld,561613.0,[375]
8417,Nuance Group (Canada) Inc.,445310.0,[2956]
8418,Kenora Catholic District School Board,611110.0,[1816]
8419,Geneva Centre For Autism,621340.0,[2043]
8420,Corporation of The County of Haliburton,621911.0,[136]
8421,Chartwell Select Riverside Retirement Residence,623110.0,[139]
8422,Ontario March of Dimes,813210.0,[2020]
8423,Sodexo MS Canada Limited,722310.0,[71]
8424,Lafarge Canada Inc,327320.0,[381]
8425,Children'S Aid Society Of The Districts Of Sudbury And Manitoulin,624110.0,[81]
8426,Aliance Contracting Ltd (Emerson & Associates),236220.0,[409]
8427,Trade Show Displays Inc,238390.0,[87]
8428,Protestant Separate School Board,611110.0,[2403]
8429,J B F Jeremy Bach Forming,238120.0,[1514]
8430,Sunnybrook Health Sciences Centre,722320.0,[318]
8431,Baiocco Construction Corp & Baiocco Development Corp,237110.0,[149]
8432,Pathways Retirement Residence,623310.0,[692]
8433,Xtl Transport Inc.,484122.0,[948]
8434,Carefor Health & Community Services,621610.0,[133]
8435,Tri-Con Excavating Inc.,237120.0,[1935]
8436,Little Lake Cemetery Company,812220.0,[2237]
8437,A & P Cleaning & Maid Services Ltd,236220.0,[510]
8438,1448383 Ontario Ltd. o/a Fanecas Bricklayers,238140.0,[2471]
8439,Siemens Canada Limited,335312.0,[106]
8440,Police Services Board for the City of Owen Sound,913130.0,[36]
8441,La Rocca Creative Cakes,311814.0,[1527]
8442,Corporation of The City of Orillia,913910.0,[2]
8443,Chartwell London LTC,623110.0,[2924]
8444,E. & E. Seegmiller Limited,237310.0,[54]
8445,Lopes Ltd,237990.0,[128]
8446,Compass Canada Support Services Limited,561722.0,[58]
8447,Lennox And Addington County General Hospital,622111.0,[770]
8448,Brookfield Properties (Canada) Inc.,531310.0,[785]
8449,Erin Mills Lodge - Long Term Care Home,623110.0,[1362]
8450,Ka-Na-Chi-Hih Specialized Solvent Abuse Treatment Centre,623221.0,[375]
8451,Fisher & Ludlow,332329.0,[54]
8452,Village On The Ridge,623110.0,[355]
8453,Barclay House,623310.0,[800]
8454,Top Notch Building Maintenance,561799.0,[1054]
8455,Mercedes-Benz Canada Inc,415110.0,[144]
8456,Maple Leaf Consumer Foods Inc.,311615.0,[312]
8457,Durham District School Board,611110.0,[492]
8458,Amethyst Women's Addiction Centre/Centre Amethyst Pour Femmes Toxicomanes,623221.0,[51]
8459,Erie Shores Healthcare,622111.0,[977]
8460,Bee Clean Building Maintenance,561722.0,[382]
8461,MCS Toronto / Advance Underground,238910.0,[1582]
8462,Chestnut Park Hospitality Inc c.o.b. Doubletree by Hilton Hotel Toronto Downtown,721111.0,[164]
8463,Terrasan Environmental Inc,238910.0,[2113]
8464,New Generation Excavating Inc,237110.0,[2995]
8465,Halton Healthcare Services Georgetown Hosp,622111.0,[2182]
8466,Corporation of the Town of Oakville,913910.0,[103]
8467,Unifor Local 914,813930.0,[1145]
8468,Cimco Manufacturing (Division of Toromont Industries Ltd.),333416.0,[2633]
8469,CPK Interior Products,335315.0,[1883]
8470,Orillia Power Distribution Corp,221122.0,[2632]
8471,Serr-Can Paving 710579 Ontario Ltd,237310.0,[1154]
8472,Royal Canadian Mint,339910.0,[186]
8473,Moose Factory Island District School Area Board,611110.0,[892]
8474,Mackenzie Health,622111.0,[223]
8475,Lacroix Construction Co (Sudbury) Ltd,236220.0,[893]
8476,Gdi Omni Facility Services Canada Ltd,561722.0,[253]
8477,Delcon Civil Contractors Inc,237310.0,[181]
8478,T & M Mechanical Ltd,238220.0,[814]
8479,"Revera Retirement LP by its general partner Revera Retirement Genpar Inc., operating as The Renoir",623310.0,[276]
8480,Communications Repair Logistics (CRL),334210.0,[2719]
8481,842074 Ontario Ltd O/A Sunspot Quarry Services,237990.0,[2482]
8482,Mackenzie Health,622111.0,[223]
8483,Kawneer Co Canada Ltd,332321.0,[305]
8484,Firth Brown Tools Inc,333519.0,[1117]
8485,Mel Hall Transport Ltd,484110.0,[2989]
8486,Catelli Foods Corporation,311824.0,[1169]
8487,Sudbury Hospital Services,812330.0,[756]
8488,Grant Ready Mix Limited,327320.0,[2610]
8489,Corporation of The County of Simcoe,913910.0,[136]
8490,Governing Council of The University of Toronto,611310.0,[2959]
8491,Pachecos Contractors Ltd,237310.0,[1584]
8492,County of Huron Paramedic Services,621911.0,[53]
8493,Lanex Manufacturing Inc.,332510.0,[2633]
8494,"Xepa Transport Ltd., division of Apex Motor Express Ltd.",484110.0,[2989]
8495,Corporation of The City of Thunder Bay,913140.0,[2]
8496,Prouse Chevrolet Buick GMC Cadillac Ltd.,441110.0,[2193]
8497,A & K Excavating,237120.0,[391]
8498,Host International - Ottawa Airport,722310.0,[2090]
8499,Lambton Metal Service,238990.0,[1072]
8500,Ultratex Coatings Ltd,238390.0,[128]
8501,"Toronto Civic Employees Union, Local 416, CUPE",813930.0,[1582]
8502,Silver Concrete Pumping,237990.0,[3111]
8503,G. Melo Excavating Ltd.,237310.0,[1064]
8504,First Canada Ulc,485410.0,[304]
8505,Grascan Construction Ltd,237310.0,[44]
8506,Taranis Contracting Group Ltd.,237310.0,[1428]
8507,Carboline Company/Ad Fire Protection Systems Inc.,325999.0,[375]
8508,Helen Henderson Care Centre,623310.0,[60]
8509,Corporation of The Municipality of Red Lake,913910.0,[59]
8510,Metro Ontario Inc. c.o.b. as Metro Brockville,445110.0,[82]
8511,Ferrari Concrete Ltd.,237310.0,[2851]
8512,Parent Valu-Mart,445110.0,[1995]
8513,Cadillac Fairview Corporation Limited CF Fairview Park,531310.0,[604]
8514,Victorian Order of Nurses,621610.0,[13]
8515,North American Lumber Ltd,416320.0,[1857]
8516,Set Point Service,238210.0,[886]
8517,Conseil Des Ecoles Catholiques Du Centre-Est,611110.0,[230]
8518,Kingston & Frontenac Housing Corporation,531112.0,[1612]
8519,Corporation of The County of Essex,621911.0,[136]
8520,Corporation of The Town of Aurora,913910.0,[103]
8521,Conseil Scolaire Public Du Grand Nord De L'Ontario,611110.0,[1305]
8522,Cooper Standard Automotive,331317.0,[663]
8523,Tyco Integrated Fire & Security Canada Inc.,561612.0,[269]
8524,Hawkesbury And District General Hospital/Hôpital Général de Hawkesbury,622111.0,[1559]
8525,Anago (Non) Residential Resources Inc.,623210.0,[1011]
8526,C & W Facility Services Canada Inc.,561722.0,[84]
8527,ParaMed Home Health Care - Sudbury,621610.0,[15]
8528,Gibson Holdings (Ontario) Ltd,623310.0,[2826]
8529,Corporation of the County of Grey operating as Lee Manor Home for the Aged,623110.0,[136]
8530,Hamilton Police Services Board,913130.0,[891]
8531,Schlegel Villages Inc. Fairview Nursing Home,623110.0,[185]
8532,London Police Services Board,913130.0,[2079]
8533,Sodexo Canada Ltd.,722310.0,[141]
8534,Rainy River District School Board,611110.0,[369]
8535,National Arts Centre Corp,711311.0,[610]
8536,hubergroup Canada Limited,325910.0,[106]
8537,Renfrew County District School Board,611110.0,[1665]
8538,Ottawa Fertility Centre Inc.,621110.0,[2824]
8539,Community Living Guelph Wellington,623210.0,[2756]
8540,Canadian Union of Skilled Workers,813930.0,[89]
8541,Crompton Co,324190.0,[305]
8542,1370712 Ontario Ltd  c.o.b. as  Rome’s  Your Independent Grocer,445110.0,[2482]
8543,Triple M Metal LP,562210.0,[127]
8544,York Condominium Corporation #151,531310.0,[22]
8545,Parkwood Mennonite Home Inc.,623110.0,[806]
