organization_name,naics_code
St. Andrew’s Residence Chatham,623110.0
Grand Erie District School Board,611110.0
Bruno's Contracting (Thunder Bay) Limited,237310.0
Kitchener-Wilmot Hydro Inc,221122.0
Covia Canada Ltd.,212326.0
Guelph Mercury A Division Of Metroland Media Group Ltd.,511110.0
Ba International Inc,323119.0
"Peterborough Examiner, a division of Metroland Media Group Inc",511110.0
Dufferin-Peel Catholic District School Board,611110.0
"Victorian Order of Nurses Canada - Ontario Branch, Chatham-Kent Site",621610.0
Con-Drain Co (1983) Ltd,237130.0
Tomar Ventilation Systems,238220.0
J E T Contracting Ltd/F Mohr Construction Inc,238130.0
Ken Jackson Construction Ltd,238910.0
Quinterra Property Maintenance Inc.,561722.0
"Ontario Painting Contractors Assn, Acoustical Assn Ontario, Interior Systems Contractors Assn of Ontario",238320.0
Firth Brown Tools Inc,333519.0
"Certainteed Canada, Inc.",327420.0
Royal Ontario Museum,712115.0
Blue Mountain Manor,623310.0
Trinity Square Cafe,624310.0
Thornton Group (2003) Inc.,237110.0
Blue-Con Inc.,236210.0
Grey Bruce Health Unit,621494.0
Trinity College,611310.0
262 Carlingview Hospitality Inc. O/A Embassy Suites Toronto Airport,721111.0
Norman Brandon Ltd,237990.0
CUI - Canada,335990.0
West Nipissing Ouest Police Service,913130.0
Owen Hill Care Community,623110.0
"Driver's Industrial Installation Ltd., FT Asset Management Services Integrated Ltd.",238390.0
District School Board of Niagara,611110.0
Ontario English Catholic Teachers Association,813930.0
Lafarge Canada Inc,327320.0
London District Catholic School Board,611110.0
March of Dimes Canada,621610.0
Ron Hodgins Excavating,237110.0
Edcore Enterprises (1987) Ltd (Bee-Clean),561722.0
Harsco Metals & Minerals,327990.0
Greenpeace Canada,813310.0
Durham Region Non-Profit Housing Corporation,531112.0
Facca Incorporated,237110.0
A1 Foamco,238140.0
St Josephs Continuing Care Centre,623110.0
Mcmaster University,611310.0
Toronto Military Family Resource Centre,624410.0
Malyon Excavation Ltd.,237310.0
Construction Site Teamster Employer Bargaining Agency,236220.0
City of Hamilton,623110.0
Corporation Of The Municipality Of Strathroy-Caradoc,913910.0
Hbpo Canada Inc,336211.0
Touram Lp,561510.0
Arcangelo's Construction Ltd,238140.0
Robert Hume Construction Ltd,238990.0
Brockville Mental Health Centre (Member of the Royal Ottawa Health Care Group),622210.0
Gap Construction Co Ltd,238910.0
Greenpath Mechanical Inc,238220.0
Durham Catholic District School Board,611110.0
Regional Municipality of Waterloo (Sunnyside Home),623110.0
Mtn General Contracting Inc,238190.0
Upper Grand District School Board,611110.0
Parkdale Community Legal Services Inc.,541110.0
City of Hamilton,913140.0
842636 Ontario Inc O/A Tramark Construction & Excavation Inc,237120.0
Regional Trenching Inc,237130.0
R. W. Tomlinson Limited,237310.0
Outfront Media Canada LP,339950.0
National Film Board/Office National Du Film,512110.0
"Compass Canada Support Services Limited ""CCSS"" operating as Hurley Group",561722.0
Rose Mechanical Ltd,237130.0
Taber Exhibit Co Inc,238390.0
Mirtren Contractors Limited & Mirtren Construction Limited,236220.0
Humber River Hospital,622111.0
Groves Memorial Community Hospital,622111.0
Options Bytown Non-Profit Housing Corporation,624190.0
Five Brothers Hospitality Partnership Inc.,721111.0
Brambles Canada Inc,561990.0
University of Toronto,611310.0
Brant Haldimand-Norfolk Catholic District School Board,611110.0
2012330 Ontario Limited c.o.b. as Hutton's Valumart,445110.0
"Glove Reconditioners, A Division Of Canadian Linen Supply Co. Ltd.",812320.0
Lac Des Iles Mines Ltd.,213119.0
Integra Technologies,213118.0
St. Anne's Place,623310.0
Hallmark Housekeeping Services Inc.,561722.0
Direct Drilling Ltd,237130.0
Electrical Power Systems Construction Association,237130.0
Jag Construction Ltd,237310.0
Coca-Cola Canada Bottling Limited,413210.0
Trent University,611310.0
Renfrew County District School Board,611110.0
Corporation of the Municipality of Northern Bruce Peninsula,913910.0
Caressant Care Nursing & Retirement Homes Limited,623110.0
Canadian National Institute For The Blind,813310.0
Dufferin-Peel Catholic District School Board,611110.0
District School Board of Niagara,611110.0
York Condominium Corporation No. 365,531310.0
Brock University,611310.0
Canadian Centre For Occupational Health and Safety,541690.0
Pilkington Glass of Canada Ltd,327215.0
Burnbrae Farms Limited,115210.0
L'Abbe Plumbing And Heating,238220.0
Toronto Symphony Orchestra,711130.0
"Regional Municipality of Halton – Allendale, Creek Way Village, Post Inn Village",623310.0
Air Canada,481110.0
Lady Isabelle Nursing Home Ltd,623110.0
C. E. C. Mechanical Ltd.,238220.0
Corporation of the City of Thunder Bay,623110.0
Reid Aggregates Inc,237990.0
Navacon Construction Inc,237310.0
Quality Rugs of Canada Ltd,238330.0
Community Living Fort Erie,623210.0
P & C Instrumentation And Controls,238220.0
B M I Construction Ltd,236220.0
Mountview Sheet Metal,238220.0
Airmar Sheet Metal Inc,238220.0
Corporation of the Township of Chisholm,913910.0
Riverview Manor Nursing Home,623110.0
PASAN (Prisoners With HIV/AIDS Support Action Network),624190.0
24-7 Vacuum Excavation Ltd,237110.0
Csh Conservatory Pond Inc. C.O.B. Conservatory Pond Retirement Residence,623310.0
Unifor Local 707,813930.0
Bee-Clean Building Maintenance,561722.0
Tanson Ltd,238220.0
Brockville General Hospital,622111.0
Greater Essex County District School Board,611110.0
York University Staff Association,813930.0
Caressant Care Nursing & Retirement Homes Ltd (Mclaughlin),623110.0
Healthcare and Municipal Employees Credit Union Ltd,522130.0
National Research Council of Canada,911910.0
St Marys Of The Lake Hospital,622310.0
Peterson Spring,332619.0
Better Life LTC Inc. carrying on business as Maple Villa Long Term Care Centre,623110.0
Hotel Dieu Shaver Health and Rehabilitation Centre,622310.0
David Martin Enterprises (London) Ltd,561722.0
Lycée Claudel,611110.0
Elt Easy Green Elevated Landscape Technologies Inc,236220.0
Municipal Sheet Metal Inc,238130.0
Revera Long Term Care Inc. operating as Eagle Terrace,623110.0
Aramark Canada Ltd.,722310.0
Corporation of The Town of Georgina,913910.0
Prestige Tree & Landscaping Services,238990.0
Corporation of the Municipality of Markstay-Warren,913910.0
2427470 Ontario Inc. C.O.B. as Holiday Inn Toronto West,721111.0
Direct Underground Inc,237310.0
House of Commons,911910.0
Kenora Association for Community Living,623210.0
Women'S Place Of South Niagara Inc,624190.0
Community Living Kirkland Lake,623210.0
Scarborough Hospital,622111.0
Independent Unionized Landscaping Contractors’ Association on behalf of J Lipani & Son Sod Farms Ltd.,238990.0
Dean's Valu-Mart,445110.0
Coast-To-Coast,238390.0
Walford,623310.0
Metro Hoisting & Erecting Ltd.,238990.0
Inventure Engineering & Machinery Inc,333299.0
Steeves And Rozema c.o.b. as Southgate Retirement Residence,623310.0
Governing Council Of The University Of Toronto,721310.0
Personal Choice Independent Living (PCIL) Choix personnel vie autonome (CPVA),623210.0
Aggressive Roofing,238170.0
Great Blue Heron Gaming Company,713210.0
A T Masonry,238140.0
Tiercon Corp.,336390.0
Halton District School Board,611110.0
Entegrus Powerlines Inc.,221122.0
Praxair Canada Inc.,325120.0
Cedarvale Lodge Retirement and Care Community,623110.0
Greely Construction Inc,237130.0
Canadian Blood Services,621990.0
Dana Canada Corp,332410.0
"Driver's Industrial Installation Ltd., FT Asset Management Services Integrated Ltd.",238390.0
Chartwell - Van Horne Manor,623310.0
Steelworkers Non-Profit Dental Services Inc.,621210.0
V J McMullin Pipeline Welding & Fabrication Ltd,237990.0
Independent Unionized Landscaping Contractors’ Association on behalf of Donscape Landscaping Services,238990.0
Wallwin Electric Services Limited,238210.0
Pipe Line Contractors Association of Canada,237120.0
JIAS (Jewish Immigrant Aid Services),624190.0
Corporation of The City of North Bay,913910.0
Ganotec Inc,238220.0
Ontario Masonry Contr Assn,238140.0
Metro Ontario Inc. c.o.b. as Metro Beechwood,445110.0
AGF Access Inc.,532410.0
Nipissing Transition House,623999.0
"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd.",238390.0
Waterloo Region District School Board,611110.0
Belvedere Heights,623110.0
Allways Concrete Construction Ltd,237310.0
Corporation Of The City Of Brantford,913910.0
Corporation of The City of Brampton,913140.0
Woodland Villa,623110.0
St Joseph's Continuing Care Centre for the Hotel Dieu Site,622310.0
Compass Group Canada (Beaver) Ltd.,722310.0
La Verendrye Non-Profit Supportive Housing Corporation,531112.0
Castel Homes,236110.0
Century Building Restoration Inc.,238990.0
Peninsula Construction Inc.,238990.0
Delhi Long Term Care Centre,623110.0
Enbridge Gas Inc.,221210.0
Avw-Telav,532210.0
Unifor Canada and its Local 222,813930.0
Grand Erie District School Board,611110.0
Cross Construction Co Ltd,237990.0
MacMaster Chevrolet Ltd.,441120.0
Merchants Paper Company,418220.0
Salvation Army Evangeline Residence,623991.0
Revera Long Term Care Inc. operating as Fosterbrooke Long Term Care Facility,623110.0
Spallacci Group,236110.0
Southern Ontario Library Service,519121.0
Greater Sudbury Hydro Plus Inc.,221122.0
"Kinetics Noise Control, Inc.",339990.0
National Grocers Co Ltd,413110.0
1375070 Ontario Ltd,236110.0
United Steelworkers Local Union 2251,813930.0
Village of Winston Park (Retirement Home),623110.0
Owens Corning Composite Materials Canada LP,327990.0
Georgian Downs Limited,711213.0
Unite Here Local 75 (Formerly Unite Here Ontario Council),813930.0
Lennox And Addington County General Hospital,622111.0
North Bramalea Pharmacy,446110.0
Faga Construction Ltd,237990.0
Corporation of the Town of Goderich,913910.0
Niagara Gardens Retirement Manor,623310.0
Netivot Hatorah Day School,611110.0
Utilities Kingston (1425445 Ontario Limited),221310.0
New Horizon System Solutions,237130.0
Treasury Board of Canada,911910.0
Ron Willett Contracting Ltd,237120.0
County of Elgin at Bobier Villa,623110.0
Cam-Tacc Contracting Ltd,237990.0
Aecon Utilities Inc,237130.0
Case Manor,623110.0
Corporation of The City of Windsor (Huron Lodge),623310.0
Lake of The Woods District Hospital,622111.0
Jemini Construction Ltd,236220.0
Canadian Stage,711111.0
Chartwell Grenadier Retirement Residence,623310.0
Corporation of The Town of Kapuskasing,913910.0
Resolute Forest Products Inc,322111.0
Bonduelle Canada Inc.,311410.0
Chartwell Seniors Housing,623110.0
Lehigh Hanson Materials Limited,327320.0
Mobile Climate Control Inc,333416.0
Automatic Welding Inc. (formerly E & E Seegmiller),811310.0
Bearskin Lake Air Service LP,481110.0
2236097 Ontario Inc Cob As Glenile Services,236220.0
Kleinwood Contracting Ltd,237990.0
Halton Catholic District School Board,611110.0
Mircam Pipe Inspection Inc.,238910.0
Construction Assn of Thunder Bay,238350.0
Corporation of the City of Kingston (Rideaucrest Home For Aged),623110.0
University Health Network - Toronto Western Hospital,622111.0
Windsor-Essex Catholic District School Board,611110.0
Kromet International Inc.,332999.0
"Pemco Steel, a division of Russel Metals Inc.",416210.0
Tenneco Canada,336390.0
Hayward Baker Canada Ltd Dba Case Foundation-A Killer Co,237990.0
Your Credit Union Limited (Cornwall),522130.0
Ron Robinson Ltd,237310.0
Cove Contracting Inc,561722.0
Dixin Construction Limited,238990.0
Price Industries Limited (Previously E. H. Price Limited),332319.0
1833785 Ontario Inc,238220.0
Unity Health Toronto (St Michael's Hospital),622111.0
Empire Paving Ltd,237310.0
St Joseph Healthcare Hamilton,622111.0
Northdale Manor,623110.0
Rivers Edge Sheet Metal,238160.0
2325695 Ontario Inc. operating as Val Caron Esso,447110.0
Transalta Generation Partnership,221111.0
Hawthorne Security & Communications Inc,561612.0
Cancore Concrete Drilling & Coring,238990.0
Battaglia 1999,237310.0
Mady Contract Division Ltd,236220.0
T & M Construction/1680068 Ontario Inc,237990.0
Demers Excavating,237310.0
Canada Building Materials Company,327320.0
Lafarge North America,327320.0
Grandview Children's Centre,623222.0
Upper Lakes Shipping Inc,483115.0
Avery Construction Limited,237310.0
"Hamilton Spectator, a division of Metroland Media Group Ltd.",511110.0
Streamway Villa,623110.0
Auto Warehouse Company Canada Ltd,484229.0
Biloski Contractors Ltd,238990.0
Conseil Scolaire Catholique Providence,611110.0
Hurley Corp,561722.0
Cummins Sales and Service,417230.0
Terrastone Construction Inc,237990.0
P.R.W. Excavating Contractors Ltd,237990.0
Simcoe Reformer A Division of Sun Media Corporation,511110.0
Providence Care Centre - St. Mary'S Of The Lake Hospital,622310.0
Intrepid General Limited,237110.0
Canadian Corps of Commissionaires - Ottawa Division,561612.0
Aecon Mining Inc.,238140.0
FPC Flexible Packaging Corporation,322220.0
Klim Developments,236110.0
Board of Regents of Victoria University,611310.0
University Health Network (Toronto Rehabilitation Institute),622310.0
Robert B. Somerville Co Ltd,237130.0
Toronto Catholic District School Board,611110.0
Moore Canada Corp d/b/a RR Donnelley,323116.0
Agris Co-Operative Ltd,418390.0
David Chevrolet Ltd,441110.0
Waste Management Of Canada Corp,562110.0
Walford on the Park,623310.0
C T Tunnelling Construction,237990.0
Corporation of the Town of Midland,913140.0
2343577 Ontario Inc. o/a Quality Hotel and Conference Centre,721111.0
National Grocers Co. Ltd (o/a The Real Canadian Wholesale Club – Waterloo),445110.0
Regional Municipality of Niagara (Public Health),621494.0
Weston Foods (Canada) Inc.,311814.0
Harold And Grace Baker Centre,623110.0
Conseil Scolaire De Dist Catholique Des Aurores Boreales,611110.0
Kawartha Plumbing & Heating,236110.0
Sarnia Concrete Products Ltd,327390.0
Lakehead Sheet Metal Contractors' Association,332999.0
Moreau Industries,237990.0
Lake Superior Power Inc,221122.0
Walls and Ceiling Contractors Association,238310.0
Djs Taxi Co,485310.0
North Bay Regional Health Centre/Centre Régional De Santé De North Bay,622111.0
Orchard Terrace Care Centre,623110.0
Pro Electric Incorporated,237990.0
Coco Paving Inc.,237310.0
Corporation of The Town of Prescott,913910.0
City of Hamilton,913910.0
Carsan Masonry Ltd,238140.0
F. J. Davey Home,623110.0
Real Alloy Canada Ltd.,331529.0
Stratford Shakespearean Festival Foundation Canada,711311.0
Seasons Retirement Communities (Owen Sound) Lp,623310.0
Independent Unionized Landscaping Contractors’ Association on behalf of J C Interlocking Stone Inc,238990.0
Near North District School Board,611110.0
C.C.C.P. Masonry Ltd,238140.0
Chartwell Master Care LP c.o.b as Pine Grove Lodge,623310.0
1343633 Ontario Inc (Forage Portelance Cutting & Coring),238910.0
Quicksafe Locating And Hydro-Vac Services Ltd,237310.0
B.W. Haggart Crane Rentals Ltd,237990.0
1471871 Ontario Inc. o/a the Downsview Group,238990.0
Chaudiere Water Power Inc.,221310.0
Huron Wind Inc,238990.0
T W Johnstone Co Ltd,237110.0
Highland Manor Retirement Home,623310.0
Hallmark Housekeeping Services Inc.,561722.0
Castonguay Blasting Ltd,238910.0
Conseil Des Ecoles Publiques De L'Est De L'Ontario,611110.0
Woodstock General Hospital,622111.0
Brent Reg Construction Ltd,237310.0
Abigail's Learning Centre Inc,624410.0
Ontario Patient Transfer,621911.0
Lady Dunn Health Centre,622111.0
United Crane & Hoist Services Ltd.,238299.0
Metro Carpentry Ltd.,238350.0
Haldimand-Norfolk Housing Corporation,531112.0
Armtec,327390.0
Waterloo Wellington Local Health Integration Network,621610.0
Ed Mirvish Enterprises Ltd,711311.0
"Ball Packaging Products Canada, Corp.",332431.0
R.T. Excavating,237990.0
Toronto Port Authority,488310.0
Revera Long Term Care Inc Operating as McGarrell Place,623110.0
Vale Canada Limited,212232.0
G K Industries Ltd,336390.0
Zawles Hvac Balancing & Construction Services,238160.0
"Dufferin Constuction Company, a division of CRH Canada Group Inc.",237310.0
Brighton Beach Power Ltd,236220.0
InnVest Hotels GP IX Ltd o/a Holiday Inn Toronto Airport East,721111.0
Saf-Holland Canada Ltd,336215.0
Resolute FP Canada Inc.,322122.0
Zellers Inc,452110.0
Canadian Media Producers Association (CMPA),512110.0
Wellington Wood Products (1972) Ltd,321920.0
Corporation of The County of Northumberland,913910.0
Kleenway Building Maintenance Services Inc.,561722.0
Ryder Wright Blair & Holmes Llp,541110.0
Compass Canada Support Services o/a Eurest Services,561722.0
Windsor Symphony Society,711130.0
Veoneer Canada Inc.,336390.0
Valleau Construction Inc,237310.0
Sault Area Hospital,622111.0
Kitchener Area Signatory Companies,237310.0
Toronto Terminals Railway Company,488210.0
Westin Hotel,721111.0
Baiocco Construction Corp & Baiocco Development Corp,237110.0
"HAND Association of Sewer, Watermain and Road Contractors on behalf of Associated Paving & Materials",237110.0
John Howard Society of Kawartha Lakes & Haliburton,624190.0
University Health Network - Toronto Western Hospital,622111.0
Maple Leaf Consumer Foods Inc,311615.0
Nomak Sheet Metal Ltd,238220.0
Hurley Corp,561722.0
Bee-Clean Building Maintenance,561722.0
Tembec - Spruce Falls Operations,322122.0
Forest City Concrete Finishers Ltd,238120.0
956361 Ontario Inc (Great North Masonry),236220.0
Enwave Energy Corp,221330.0
Campbell Monument Co. Ltd.,327990.0
Wingham & District Hospital,622111.0
BML Roofing Systems Inc.,236220.0
Field Aviation Co Inc,336410.0
Canadian Association of University Teachers (Caut),813920.0
Extreme Landscapes & Contracting Ltd,237310.0
Hc Matcon Inc,237310.0
Canadian Instrumentation Services Group Ltd.,811210.0
Ventra Plastics Windsor A Division of Ventra Group Co.,336310.0
Tarrascope Innovation Inc,238990.0
City of Greater Sudbury,623110.0
1579065 Ontario Ltd (Staffaid),561320.0
Markhaven Home For The Aged,623110.0
F.C.M. Construction Ltd,237990.0
Chartwell Seniors Housing,623310.0
Parkview Nursing Centre,623110.0
Revera Retirement LP by its General Partner Revera Retirement Genpar Inc. carrying on business as Robertson House,623310.0
Total Communication Environment Inc,623210.0
Capital Crane Corp.,237990.0
Coco Paving Inc. (Kingston),237310.0
Ciccarelli Brothers Equipment Ltd,238990.0
Shaw Festival Theatre Canada,711311.0
536132 Ontario Ltd. o/a Atlas Aluminum,238170.0
Al-Pak Construction Services,237130.0
Hollingworth Services Inc,236220.0
2040874 Ontario Corporation o/a Torre-DCC Carpentry,238130.0
W.E. Travel,561510.0
Lakehead University,611310.0
Conseil Des Ecoles Publiques De L'Est De L'Ontario,611110.0
Metro Ontario Inc.,445110.0
UNITE HERE Local 75,813930.0
Conagra DMAT ULC A Subsidiary of Conagra Foods Canada Inc.,311420.0
Royal Canadian Mint,339910.0
Fiorini Paving Co Ltd,237310.0
"Victorian Order of Nurses - Peterborough, Victoria and Haliburton",621610.0
St Jacques Nursing Home,623110.0
Compass Group Canada (Beaver) Ltd,722310.0
Ivaco Rolling Mills 2004 Lp,331420.0
Sun Media,511110.0
Grand Erie District School Board,611110.0
Quality Inn,721111.0
Parmalat Canada Inc,311515.0
National Grocers Co Ltd,445110.0
Waste Management of Canada Corporation,562210.0
Chartwell Seniors Housing (White Eagle Nursing Home),623110.0
Dryden Police Services Board,913130.0
Prestonvale Heights Ltd,236110.0
Hammond Manufacturing Co,335315.0
Niagara Catholic District School Board,611110.0
Corporation of the County of Lambton (Marshall Gowland Manor),623310.0
Humber River Hospital,622111.0
Huntsville District Nursing Home Inc.,623110.0
Riocan Management Inc.,531310.0
1918060 Ontario Inc. o/a Comfort Inn & Suites,721114.0
Community Living Welland Pelham,623210.0
Ramada Plaza Hotel & Suites,721111.0
Ross Construction Services Ltd,237120.0
York Brt Services Lp,485110.0
Corporation of the City of Thunder Bay,913910.0
Corporation of The City of Burlington,485110.0
Greenstone Public Library Board,519121.0
Sherwood Park Manor Inc.,623110.0
Rainy River District Women'S Shelter Of Hope,624190.0
Lafarge Canada Inc,212323.0
Copper Terrace Long Term Care Home,623110.0
South Bruce Grey Health Centre,622111.0
Corvin Building Maintenance,236220.0
K Scrap Resources Ltd,331490.0
Kbr Wabi Ltd,237990.0
Groupe Multi-Prov Inc,236220.0
J Lepera Contracting Inc,237110.0
Thunder Bay Regional Health Sciences Centre,622111.0
1473872 Ontario Ltd (Skyrise Construction),238140.0
Graham Packaging Canada Company,326160.0
Grand Experience,722511.0
F C M Construction Ltd,236220.0
Magnus Engineering & Construction Ltd,237120.0
2356099 Ontario Limited c.o.b. as Rowland's Your Independent Grocer,445110.0
I & S Renovation Inc,236220.0
Metroland Media Group,511110.0
Boardwalk Excavating & Contracting Inc,237990.0
George Jeffrey Children's Centre,621420.0
Riddell Industries Ltd,238320.0
Ed Mirvish Enterprises Ltd,711111.0
1340673 Ontario Inc (Jdr Construction (1994),237110.0
Toronto Port Authority,488310.0
Villa Colombo Seniors Centre (Vaughan) Inc,623110.0
Roman Catholic Episcopal Corp of The Diocese of London,812990.0
Veolia Es Canada Industrial Services Inc,541990.0
West Parry Sound Health Centre,622111.0
Hurley Corp,561722.0
Fleury's Valu-Mart,445110.0
Corporation of the Municipality of Highlands East,913910.0
Southlake Regional Health Corporation,622111.0
Northland Power Inc. Kirkland Lake Power Corporation,221122.0
Toronto French School,611110.0
Community Living Stratford And Area,623210.0
NATT Tools Group Inc.,333110.0
M P Eco Inc,238120.0
Valley Park Lodge (CONMED),623110.0
R Clark Excavating,237990.0
"United Food and Commercial Workers Canada, Local 175",813930.0
Servico Limited / Limitee,447190.0
Link Mechanical Ltd.,238220.0
York Region District School Board,611110.0
World Wide Drain Corp,237110.0
West Nipissing Ouest Police Service,913130.0
Dumoulin & Associates Concrete,236110.0
Corporation of the Township of Faraday,913910.0
Mill Management Services Inc,236220.0
Upper Grand District School Board,611110.0
Civic Theatres Toronto operating as the Toronto Centre for Arts,711311.0
Caressant Care Nursing & Retirement Homes Limited,623110.0
Gsa Carleton Inc,813410.0
Bel-Con Engineering Ltd,236220.0
Toronto Catholic District School Board,611110.0
TransAlta (SC) L.P.,221111.0
Waterloo Square Valu-Mart,445110.0
Nu Vision Delivery Limited,492110.0
1647031 Ontario Ltd (S L R Roofing),238160.0
Board of Directors of the Hummingbird Centre for the Performing Arts d.b.a as Sony Centre for the Performing Arts,711111.0
Independent Unionized Landscaping Contractors’ Association on behalf of Novascape Contractors Ltd,238990.0
AXR Operating (National) LP operating as Elginwood,623110.0
2338770 Ontario Inc. Operated by Pritam Hotels Ltd. d.b.a. Comfort Inn Brampton,721111.0
York Condominium Corp # 461,531310.0
Revera Long Term Care Inc,623110.0
W.M. White Ltd,237990.0
New Village Retirement Home Limited,623310.0
Corporation of the Town of Milton,913910.0
Board of Health for Elgin-St Thomas Health Unit,621494.0
Sobeys Capital Incorporated (Safeway),445110.0
Green Side-Up,237990.0
Bothwell Accurate Co (2006) Ltd,236220.0
North Bay General Hospital,622111.0
Andrews Mechanical Contracting Ltd,238299.0
Vidome Construction Ltd,237310.0
J & A Cleaning Solutions Ltd.,561722.0
NAV CANADA,488111.0
GKN Sinter Metals - St  Thomas Ltd,332118.0
2397146 Ontario Limited o/a Courtyard By Marriott,721111.0
Ontario Northland,488210.0
Henry Heyink Construction Ltd.,237110.0
Host International of Canada Limited,722512.0
Canadian Mental Health Association,621420.0
Corporation of The County of Lanark,913910.0
Tmt/Gem Campbell Gta Inc,238340.0
Braids and Laces Ltd.,313220.0
Children'S Aid Society Of The Districts Of Sudbury And Manitoulin,624110.0
Hallmark Housekeeping Services Inc.,561722.0
Pro-Cut Concrete Cutting,238990.0
Trent University,611310.0
Sodexo Canada Ltd.,722310.0
Listowel Memorial Hospital,622111.0
Earth Essentials Construction Corp,238120.0
John Bianchi Grading Ltd,237310.0
Sunflower Co-Operative Day Nursery Inc,624410.0
St. Joseph's General Hospital,622111.0
"Westfair Foods Ltd., Real Canadian Wholesale Club",445110.0
Brant Community Healthcare System,622111.0
Milenio Masonry Inc,238140.0
World Wide Exhibits Services,238390.0
Dalla Bona Construction Inc,237990.0
Mid-Canada Construction Corp,237110.0
Brick & Allied Craft Union (Bacu) Local 1,813930.0
Central Toronto Community Health Centres,621494.0
D'Amore Construction (Windsor) Ltd,237990.0
National Car Rental (Canada) Inc,532111.0
C.H. Excavating London Ltd.,237990.0
Pro-Tek Mechanical Inc,238220.0
Teck Pioneer Residence,623110.0
Looby Construction Limited,237310.0
2070129 Ontario Inc,238350.0
C E S Exhibits (1991) Inc,238390.0
Brigholme Interiors Group,238220.0
First Canada Ulc,485410.0
Ideal Roofing Company Limited,332329.0
Mount Sinai Hospital,622111.0
Groundmasters Inc.,237990.0
1644472 Ontario Limited o/a JBL Construction,238990.0
2079985 Ontario Limited c.o.b. as Pettenuzzo's Independent Grocer,445110.0
G. Melo Excavating Ltd.,237310.0
H W & Associates Janitorial Services,561722.0
Almonte Country Haven,623110.0
Domtar Inc,322121.0
Riverwood Senior Living,623310.0
Wescast Industries Inc.,331511.0
Sutherland-Schultz Inc,238390.0
Extendicare (Canada) Inc,623110.0
Pilen Construction of Canada Limited,811310.0
Guild Electric Limited,238210.0
Nova Housekeeping Systems Ltd,561722.0
Rideau St Lawrence Utilities Inc,221122.0
Graphic Packaging International Canada ULC,322212.0
University Health Network - Toronto Western Hospital,622111.0
Structural Contracting Ltd,238390.0
City of Ottawa,913910.0
Canadian Independent Sod Ltd,238990.0
Corporation Of The Municipality Of Brockton,913910.0
Corporation of The Village of South River,913910.0
Ontario Lottery And Gaming Corporation,713210.0
Regional Municipality of Peel,623310.0
"Compass Group Canada Ltd, operating as Eurest Dining Services",722310.0
Compass Group Canada Ltd,722310.0
Professional Association of Canadian Theatres (Pact),711190.0
South Huron Hospital Association,622111.0
Shelburne Wood Protection Ltd.,321114.0
Fmbot Contracting Ltd,236220.0
Halton Catholic District School Board,611110.0
Manitoulin Family Resources Inc,623991.0
The Aurora Retirement Centre,623310.0
Caressant Care Nursing & Retirement Homes Limited (Courtland Nursing Home),623110.0
E.L.K. Energy Inc.,221122.0
Aramark Entertainment Services (Canada) Inc,722310.0
Country Village Homes - Woodslee,623110.0
Sunrise Contracting Inc,237310.0
Strathaven Retirement Centre,623110.0
Hallmark Housekeeping Services Inc.,561722.0
HGC Management Inc,562920.0
Metric Contracting Services Corp.,237310.0
Terra Infrastructure Inc,237990.0
Intertape Polymer Group Inc. (Formerly Canadian Technical Tape Limited),322220.0
Carmeuse Lime (Canada) Ltd,212315.0
Canadian Bank Note Company Limited,323119.0
Halton Hills Hydro Inc,221122.0
Bay Point Mechanical Inc,238220.0
1582683 Ontario Limited carrying on a business as Battistelli’s Your Independent Grocer,445110.0
Util Canada Limited,336340.0
King Packaged Materials Co,327390.0
Four Points By Sheraton Mississauga Meadowvale,721111.0
Del-Ko Paving & Construction Co Ltd,237130.0
Richvale York Block (London) Inc.,327330.0
Lakehead University,611310.0
851076659RT  carrying on a business as National Industries Embroidery Plus,314990.0
"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd.",238390.0
Calder Hill Contracting Ltd,237120.0
Pgs Forming Ltd,236220.0
"Weatherstrong Building Products, a Division of Kaycan Ltd.",332810.0
Toronto Police Services Board,913130.0
Faculty Club of the University of Toronto,813410.0
Higgs Construction Ltd.,237990.0
Shell Canada Limited,324110.0
Cian Industrial Ltd,238299.0
Cancoil Thermal Corporation,333416.0
Limestone District School Board,611110.0
Northern Casket (1976) Ltd.,339990.0
Nurse Practitioner Led Health Clinic,621390.0
Paramita Enterprises Ltd (dba Four Seasons Hotel Toronto),721111.0
Lanning Headwear,315990.0
Catholic Children's Aid Society of Hamilton,624110.0
Aramark Canada Ltd.,722310.0
"Centennial Place, Millbrook Inc",623110.0
Joyce Scott Non-Profit Homes Inc. operating as Independent Living Halton,624120.0
North Park Nursing Home Limited,623110.0
Scapa Tapes North America,322220.0
Maple Leaf Consumer Foods Inc.,311615.0
Corporation of the County of Lambton,621911.0
Ctv Ltd (Chro-Tv),515120.0
C F Concrete & Drain Inc,236220.0
Peterborough Regional Health Centre,622111.0
Clc Construction Ltd,237990.0
St Josephs Health Centre,622111.0
A.P. Plasman Inc,332810.0
St Joseph's At Fleming,623310.0
PUC Services Inc,221122.0
Mr Greenjeans Restaurant (Galleria Corp),722110.0
"Canadian Union of Public Employees, Local 3902",813930.0
Breadko National Bakery,311814.0
C A P Equipment Ltd,238910.0
Galbro Construction Services,236110.0
Capitol Contractors,238990.0
Cambridge Memorial Hospital,622111.0
